MonthlyIncome,Age,OverTime,TotalWorkingYears,DailyRate,HourlyRate,MonthlyRate,EmployeeNumber,DistanceFromHome,YearsAtCompany,NumCompaniesWorked,PercentSalaryHike,YearsWithCurrManager,EnvironmentSatisfaction,JobRole,Attrition
3591,28,No,3,1217,67,12719,1834,1,3,1,25,2,High,Research Scientist,No
5405,38,Yes,20,723,77,4244,1835,2,4,2,20,3,Medium,Sales Representative,No
4684,26,No,5,572,46,9125,1836,10,5,1,13,2,High,Sales Executive,No
15787,58,Yes,23,1216,87,21624,1837,15,2,2,14,2,Low,Research Director,No
1514,18,No,0,1431,33,8018,1839,14,0,1,16,0,Medium,Research Scientist,No
2956,31,No,2,359,89,21495,1842,18,1,0,17,0,Very High,Human Resources,Yes
2335,29,Yes,4,350,56,3157,1844,13,2,4,15,0,Low,Human Resources,Yes
5154,45,No,10,589,67,19665,1845,2,8,4,22,7,High,Sales Executive,No
6962,36,Yes,15,430,73,19573,1847,2,1,4,22,0,Very High,Research Scientist,No
5675,43,No,7,1422,92,19246,1849,2,7,1,20,7,Low,Sales Executive,No
2379,27,Yes,6,1297,53,19826,1850,5,5,0,14,2,Very High,Laboratory Technician,No
3812,29,No,11,574,40,7003,1852,20,11,1,13,10,Very High,Laboratory Technician,No
4648,32,No,4,1318,79,26075,1853,10,0,8,13,0,Very High,Sales Executive,No
2936,42,No,10,355,38,6161,1854,10,6,3,22,3,High,Research Scientist,No
2105,47,No,7,207,64,5411,1856,9,2,4,12,0,Medium,Laboratory Technician,No
8578,46,No,12,706,82,19989,1857,2,9,3,14,7,Very High,Manufacturing Director,No
2706,28,No,3,280,43,10494,1858,1,3,1,15,2,High,Human Resources,No
6384,29,No,11,726,93,21143,1859,29,7,8,17,6,Very High,Healthcare Representative,No
3968,42,No,8,1142,81,13624,1860,8,0,4,13,0,Very High,Laboratory Technician,No
9907,32,Yes,7,414,82,26186,1862,2,2,7,12,2,High,Sales Executive,Yes
13225,46,No,25,1319,45,7739,1863,3,19,2,12,8,Low,Sales Executive,No
3540,27,No,9,728,36,7018,1864,23,9,1,21,8,Medium,Sales Representative,No
2804,29,No,1,352,87,15434,1865,6,1,1,11,0,Very High,Human Resources,No
19392,43,No,21,823,81,22539,1866,6,16,7,13,14,Low,Manager,No
19665,48,No,29,1224,91,13583,1867,10,22,4,12,9,Very High,Research Director,No
2439,29,Yes,1,459,73,14753,1868,24,1,1,24,0,Very High,Research Scientist,Yes
7314,46,No,14,1254,64,14011,1869,10,8,5,21,7,High,Sales Executive,Yes
4774,27,No,8,1131,77,23844,1870,15,7,0,19,3,Very High,Research Scientist,No
3902,39,No,7,835,41,5141,1871,19,2,8,14,2,Very High,Research Scientist,No
2662,55,No,19,836,98,7975,1873,2,5,8,20,4,Medium,Research Scientist,No
2856,28,No,1,1172,78,3692,1875,3,1,1,19,0,Medium,Sales Representative,No
1081,30,No,1,945,89,16019,1876,9,1,1,13,0,Medium,Sales Representative,Yes
2472,22,Yes,1,391,75,26092,1878,7,1,1,23,0,Very High,Research Scientist,Yes
5673,36,Yes,10,1266,63,6060,1880,10,10,1,13,7,Medium,Sales Executive,No
4197,31,No,10,311,89,18624,1881,20,10,1,11,2,Medium,Laboratory Technician,No
9713,34,Yes,9,1480,64,24444,1882,4,5,2,13,0,High,Sales Executive,No
2062,29,No,11,592,59,19384,1883,7,3,3,14,2,Very High,Laboratory Technician,No
4284,37,Yes,16,783,78,13588,1885,7,5,5,22,4,Very High,Research Scientist,No
4788,35,Yes,4,219,44,25388,1886,16,3,0,11,2,Very High,Manufacturing Director,No
5906,45,No,10,556,93,23888,1888,25,9,0,13,8,Medium,Manufacturing Director,No
3886,36,No,10,1213,94,4223,1890,2,10,1,21,8,Medium,Human Resources,No
16823,40,No,22,1137,98,18991,1892,1,19,2,11,16,Low,Manager,No
2933,26,Yes,1,482,90,14908,1893,1,1,1,13,0,Medium,Research Scientist,No
6500,27,No,9,511,89,26997,1898,2,8,0,14,7,Low,Sales Executive,No
17174,48,No,24,117,58,2437,1900,22,22,3,11,7,Very High,Manager,No
5033,44,No,10,170,78,9364,1903,1,2,2,15,2,Medium,Healthcare Representative,No
2307,34,Yes,5,967,85,14460,1905,16,5,1,23,0,Very High,Research Scientist,Yes
2587,56,No,5,1162,97,10261,1907,24,4,1,16,0,Low,Laboratory Technician,Yes
5507,36,No,12,335,33,16822,1908,17,4,2,16,3,High,Sales Executive,No
4393,41,No,14,337,54,26841,1909,8,5,5,21,4,High,Sales Executive,No
13348,42,No,18,1396,83,14842,1911,6,13,9,13,7,High,Research Director,No
6583,31,Yes,8,1079,86,20115,1912,10,5,2,11,4,High,Sales Executive,No
8103,34,Yes,9,735,75,16495,1915,3,4,3,12,1,Very High,Sales Executive,No
3978,31,No,4,471,62,16031,1916,4,2,8,12,2,Low,Laboratory Technician,No
2544,26,No,8,1096,61,7102,1918,6,7,0,18,7,High,Laboratory Technician,No
5399,45,No,12,1297,44,14511,1922,1,4,4,12,3,Medium,Healthcare Representative,No
5487,33,No,10,217,43,10410,1924,10,10,1,14,9,Medium,Sales Executive,No
6834,28,Yes,7,783,42,19255,1927,1,7,1,12,7,High,Sales Executive,No
1091,29,No,1,746,45,10642,1928,24,1,1,17,0,High,Sales Representative,Yes
5736,39,No,10,1251,32,3987,1929,21,3,6,19,2,Low,Sales Executive,No
2226,27,No,6,1354,41,6073,1931,2,5,1,11,2,Medium,Research Scientist,No
5747,34,Yes,16,735,86,26496,1932,22,15,1,15,11,High,Research Scientist,No
9854,28,Yes,6,1475,84,23352,1933,13,2,3,11,2,Very High,Sales Executive,Yes
5467,47,No,16,1169,64,2125,1934,14,8,8,18,7,High,Research Scientist,No
5380,56,No,6,1443,89,20328,1935,11,0,4,16,0,Very High,Sales Executive,No
5151,39,No,10,867,87,12315,1936,9,10,1,25,9,Low,Manufacturing Director,No
2133,38,Yes,20,1394,58,18115,1937,8,20,1,16,7,Very High,Research Scientist,No
17875,58,Yes,29,605,72,11761,1938,21,1,4,13,0,Very High,Manager,No
2432,32,Yes,8,238,47,15318,1939,5,4,3,14,3,Low,Research Scientist,Yes
4771,38,No,10,1206,71,14293,1940,9,5,2,19,3,Medium,Research Scientist,No
19161,49,No,28,1064,42,13738,1941,2,5,3,15,3,Medium,Research Director,No
5087,42,Yes,14,419,77,2900,1943,12,0,3,12,0,Medium,Sales Executive,No
2863,27,No,1,1337,58,19555,1944,22,1,1,12,0,Low,Human Resources,Yes
5561,35,No,6,682,71,15975,1945,18,5,0,16,4,Medium,Sales Executive,No
2144,28,No,5,1103,49,2122,1947,16,5,1,14,4,High,Research Scientist,No
3065,31,Yes,4,976,48,3995,1948,3,4,1,13,3,High,Research Scientist,No
2810,36,No,5,1351,66,9238,1949,9,5,1,22,2,Low,Laboratory Technician,No
9888,34,No,14,937,32,6770,1950,1,14,1,21,1,Low,Sales Executive,No
8628,34,No,9,1239,39,22914,1951,13,8,1,18,1,Very High,Sales Executive,No
2867,26,No,8,157,95,20006,1952,1,7,0,13,6,High,Laboratory Technician,No
5373,29,No,6,136,89,6225,1954,1,5,0,12,2,Low,Healthcare Representative,No
6667,32,No,9,1146,34,16542,1955,15,5,5,18,2,High,Healthcare Representative,No
5003,31,No,10,1125,48,5771,1956,1,10,1,21,7,Very High,Research Scientist,No
2367,28,No,6,1404,32,18779,1960,17,4,5,12,3,High,Laboratory Technician,Yes
2858,38,No,20,1404,59,11473,1961,1,1,4,14,0,Low,Sales Representative,No
5204,35,Yes,10,1224,55,13586,1962,7,10,1,11,9,High,Sales Executive,No
4105,27,No,7,954,44,5099,1965,9,7,1,14,7,Very High,Sales Executive,No
9679,32,No,8,1373,56,10138,1966,5,1,8,24,0,Very High,Manufacturing Director,No
5617,31,Yes,10,754,63,21075,1967,26,10,1,11,8,Low,Sales Executive,Yes
10448,53,Yes,15,1168,66,5843,1968,24,2,6,13,2,Low,Sales Executive,Yes
2897,54,No,9,155,67,22474,1969,9,4,3,11,3,Low,Research Scientist,No
5968,33,No,9,1303,36,18079,1970,7,9,1,20,8,Very High,Healthcare Representative,No
7510,43,No,10,574,30,16873,1971,11,10,1,17,9,Low,Healthcare Representative,No
2991,38,Yes,7,1444,88,5224,1972,1,6,0,11,2,Very High,Human Resources,No
19636,55,Yes,35,189,71,25811,1973,26,10,4,18,4,High,Manager,No
1129,31,Yes,1,1276,59,17536,1974,2,1,1,11,0,Very High,Laboratory Technician,No
13341,39,No,21,119,77,25098,1975,15,20,0,12,10,Medium,Sales Executive,No
4332,42,No,20,335,37,14811,1976,23,20,1,12,7,Very High,Research Scientist,No
11031,31,No,13,697,40,26862,1979,10,11,4,20,8,High,Research Director,No
4440,54,Yes,9,157,77,25198,1980,10,5,6,19,4,High,Manufacturing Director,No
4617,24,No,4,771,45,14120,1981,1,4,1,12,2,Medium,Healthcare Representative,No
2647,23,No,5,571,78,13672,1982,12,5,1,13,4,Very High,Laboratory Technician,No
6323,40,No,10,692,73,26849,1985,11,10,1,11,4,Very High,Laboratory Technician,No
5677,40,No,15,444,92,4258,1986,2,11,3,14,10,Medium,Sales Executive,No
2187,25,No,6,309,82,19655,1987,2,2,4,14,2,High,Human Resources,No
3748,30,No,12,911,76,4077,1989,1,12,1,13,7,Very High,Laboratory Technician,No
3977,25,Yes,7,977,57,7298,1992,2,2,6,19,2,Very High,Laboratory Technician,No
8633,47,No,25,1180,84,13084,1993,25,17,2,23,11,Low,Healthcare Representative,No
2008,33,No,1,1313,59,20439,1994,1,1,1,12,0,Medium,Laboratory Technician,No
4440,38,No,16,1321,86,7636,1995,1,15,0,15,8,Very High,Sales Executive,No
3067,31,No,3,1154,54,6393,1996,2,2,0,19,2,Low,Sales Representative,No
5321,38,No,10,508,72,14284,1997,6,8,2,11,7,Low,Manufacturing Director,No
5410,42,Yes,9,557,35,11189,1998,18,4,6,17,2,Very High,Research Scientist,No
2782,41,No,12,642,76,21412,1999,1,5,3,22,0,Very High,Research Scientist,No
11957,47,No,14,1162,98,17231,2000,1,13,0,18,12,High,Research Director,No
2660,35,Yes,5,1490,43,20232,2003,11,2,7,11,2,Very High,Laboratory Technician,No
3375,22,No,4,581,63,17624,2007,1,3,0,12,2,Very High,Research Scientist,No
5098,35,No,10,1395,48,18698,2008,9,10,1,19,8,Medium,Research Scientist,No
4878,33,Yes,10,501,95,21653,2009,15,9,0,13,1,Medium,Healthcare Representative,No
2837,32,No,6,267,49,15919,2010,29,6,1,13,1,High,Laboratory Technician,No
2406,40,No,8,543,83,4060,2012,1,1,8,19,0,Low,Laboratory Technician,No
2269,32,No,3,234,68,18024,2013,1,2,0,14,2,Medium,Sales Representative,No
4108,39,No,18,116,52,5340,2014,24,7,7,13,7,Low,Research Scientist,No
13206,38,No,20,201,99,3376,2015,10,18,3,12,11,Medium,Research Director,No
10422,32,No,14,801,48,24032,2016,1,14,1,19,7,High,Sales Executive,No
13744,37,Yes,16,161,42,15471,2017,10,16,1,25,8,High,Research Director,No
4907,25,Yes,6,1382,85,13684,2018,8,5,0,22,4,Low,Sales Executive,No
3482,52,No,16,585,40,19788,2019,29,9,2,15,0,Low,Sales Representative,No
2436,44,Yes,6,1037,42,13422,2020,1,4,6,12,2,Medium,Research Scientist,No
2380,21,Yes,2,501,58,25479,2021,5,2,1,11,2,High,Sales Representative,No
19431,39,No,21,105,87,15302,2022,9,6,2,13,3,Very High,Manager,No
1790,23,No,1,638,33,26956,2023,9,1,1,19,0,Very High,Sales Representative,Yes
7644,36,No,10,557,94,12695,2024,3,9,0,19,4,Low,Sales Executive,No
5131,36,No,18,688,97,9192,2025,4,4,7,13,2,Very High,Manufacturing Director,No
6306,56,No,13,667,57,26236,2026,1,13,1,21,9,High,Healthcare Representative,No
4787,29,Yes,4,1092,36,26124,2027,1,2,9,14,2,Low,Research Scientist,Yes
18880,42,No,24,300,56,17312,2031,2,22,5,11,14,Low,Manager,No
2339,56,No,14,310,72,3666,2032,7,10,8,11,8,Very High,Laboratory Technician,Yes
13570,41,No,21,582,60,5640,2034,28,20,0,23,10,Low,Manufacturing Director,No
6712,34,No,8,704,95,8978,2035,28,8,1,21,7,Very High,Sales Executive,No
5406,36,No,15,301,88,10436,2036,15,15,1,24,11,Very High,Sales Executive,No
8938,41,No,14,930,57,12227,2037,3,5,2,11,4,High,Sales Executive,No
2439,32,No,4,529,78,11288,2038,2,4,1,14,2,Very High,Research Scientist,No
8837,35,Yes,9,1146,31,16642,2040,26,9,1,16,7,High,Human Resources,No
5343,38,No,10,345,100,5982,2041,10,10,1,11,9,Low,Sales Executive,No
6728,50,No,12,878,94,14255,2044,1,6,7,12,1,Medium,Sales Executive,Yes
6652,36,No,8,1120,100,14369,2045,11,6,4,13,0,Medium,Sales Executive,No
4850,45,No,8,374,50,23333,2046,20,5,8,15,1,Very High,Sales Executive,No
2809,40,No,8,1322,52,2725,2048,2,2,2,14,2,High,Research Scientist,No
5689,35,Yes,10,1199,80,24594,2049,18,10,1,14,2,High,Healthcare Representative,No
2001,40,No,20,1194,98,12549,2051,2,5,2,14,2,High,Research Scientist,No
2977,35,No,4,287,62,8952,2052,1,4,1,12,1,High,Research Scientist,No
4025,29,Yes,10,1378,46,23679,2053,13,4,4,13,3,Very High,Laboratory Technician,No
3785,29,No,5,468,73,8489,2054,28,5,1,14,4,Very High,Research Scientist,No
10854,50,Yes,20,410,39,16586,2055,28,3,4,13,0,Very High,Sales Executive,Yes
12031,39,No,21,722,60,8828,2056,24,20,0,11,6,Medium,Sales Executive,No
9936,31,No,10,325,74,3787,2057,5,9,0,19,7,Medium,Manufacturing Director,No
2966,26,No,5,1167,30,21378,2060,5,4,0,18,0,Very High,Sales Representative,No
2571,36,No,17,884,41,12290,2061,23,5,4,17,3,High,Laboratory Technician,No
9991,39,No,9,613,42,21457,2062,6,7,4,15,7,Very High,Healthcare Representative,No
6142,27,Yes,6,155,87,5174,2064,4,6,1,20,3,Medium,Manufacturing Director,No
5390,49,No,17,1023,63,13243,2065,2,9,2,14,8,Very High,Sales Executive,No
4404,34,No,6,628,82,10228,2068,8,4,2,12,2,Medium,Laboratory Technician,No
